product_name,category,sub_category,brand,price,description
To The Barre Top - Women's,fitness,training,lucy,37.93,"Versatile for workouts and casual wear alike, this lucy To The Barre top drapes softly over the body with a relaxed silhouette. It transitions effortlessly between barre class and post-gym errands."
206 Tech Pants - Men's,fitness,training,SODO,81.93,"The SODO 206 Tech pants for men are premium, lightweight technical pants designed with everything you need for everyday wear."
Therma Sphere Element Hybrid Hoodie - Men's,fitness,training,Nike,95,"Good news: the men's Nike Therma Sphere Hybrid hoodie will keep you warm, dry and comfortable when you brave the cold for your morning run. Bad news: you don't have any more excuses."
Pace 28 SL Pack - Women's,climbing,climbing-essentials,Deuter,88.73,"The Deuter Pace 28 SL women's pack is built for those who go fast and light on alpine tours, races and bluebird days where minimalist gear and maximum comfort is needed."
Alpinisto 35 Pack,climbing,climbing-essentials,Gregory,149.73,"Manufactured from 64-denier and 210-denier high-tenacity ripstop nylon, the Gregory Alpinisto 35 pack is a lightweight hauler made for climbing, ice climbing, alpine touring and mountaineering."
Alpinisto 50 Pack,climbing,climbing-essentials,Gregory,164.73,"Highly versatile and easy to strip down to its most basic features, the Gregory Alpinisto 50 pack is an abrasion-resistant workhorse that's designed for backcountry missions in every single season."
Scrambler 30 OutDry Pack,climbing,climbing-essentials,Mountain Hardwear,96.73,"The Mountain Hardwear Scrambler 30 OutDry&#174; pack keeps contents dry in any conditions, and easily carries everything from rock shoes and a rack of cams, to extra layers and avalanche tools."
"Swell Vision Vee Board Shorts - Men's 20"" Outseam",fitness,swimming,Quiksilver,37.93,"Ideal for riding the waves, Quiksilver Swell Vision Vee board shorts offer a classic Vee waistline and stretchy 4-way slub cotton fabric to help you move with ease. 20 in. outseam hits at your knees."
Light Hearted Wrap - Women's,fitness,yoga,lucy,54.93,"After an alignment-based Iyengar session or a sweaty vinyasa jam, seal in the good vibes with the quick-drying women's lucy Light Hearted wrap&#8212;an ideal outer layer for any yoga outfit."
All-Purpose Towel - Double-Sided,fitness,yoga,Nomadix,54.95,"Get one towel to use for camping, travel, the beach and the yoga studio. The absorbent, double-sided all-purpose large towel dries fast and has an antimicrobial treatment to keep it smelling fresh."
Power Train Pocket Leggings - Women's,fitness,yoga,lucy,61.93,"The lucy Power Train pocket leggings are great for your weekly strength-training class, and the exterior side pockets make them a go-to staple for errands around town."
Jacquard Headband,fitness,yoga,prAna,12,"Don't be afraid to push yourself during yoga, spin class or while making time up your favorite mountain trail. The prAna Jacquard headband helps keeps your hair in place and sweat out of the way."
Photon Wire Straight Gate Carabiner,climbing,climbing-hardware,C.A.M.P. USA,7.95,"An updated design protects the gate from damage or accidental opening, but what you love hasn't changed: the C.A.M.P. USA Photon Wire straight gate carabiner remains one of the lightest in the world."
Positron Quickdraw Set - 18cm,climbing,climbing-hardware,Black Diamond,18.95,"With 2 Positron carabiners and a polyester dog bone, the 18cm Black Diamond Positron Quickdraw is their top value in full keylock functionality."
RockLock Twistlock Carabiner,climbing,climbing-hardware,Black Diamond,18.95,Black Diamond's largest locking Twistlock 'biner is designed with a keylock nose that won't snag on bolts or gear.
Offset Micro Stopper Set #1 - 6,climbing,climbing-hardware,Black Diamond,93.95,"Black Diamond Offset Micro Stopper Set #1 - 6 is a full set on an OvalWire biner. From aid pitches to modern trad routes, they provide protection in pin scars, flaring cracks and misshapen placements."
Light D Carabiner,climbing,climbing-hardware,Black Diamond,6.95,"Made for all-around use, the Black Diamond Light D carabiner is perfect when size and weight are a concern."
Expedition Pro Elite Stand Up Paddle Board - 14',paddling,paddleboarding,Bark,2499,"Bark Expedition Pro Elite uses the same round pintail, higher volume shape and surf-inspired nose of the popular Downwinder series to better cut across choppy water and ride/surf the occasional bump."
"Universal Coretech Stand Up Paddle Board - 10' 6""",paddling,paddleboarding,Surftech,1049,Surftech Universal Coretech 10 ft. 6 in. SUP offers an all-around shape for recreational paddling in flatwater. Large volume and full rails let you float with ease as you enjoy stability and control.
"Chameleon TEKEfx Hybrid Touring Stand Up Paddle Board - 11' 4""",paddling,paddleboarding,Surftech,1199,"Surftech Chameleon TEKEfx bridges the gap from recreation paddling to adventure touring. It uses a displacement nose with a flotation hull, creating exceptional stability with touring-board drive."
Tributary Tomcat Tandem Inflatable Kayak,paddling,kayaks,Aire,799,"A great entry-level inflatable kayak with high-performance features, the self-bailing Tributary Tomcat is a highly durable tandem kayak that can be paddled with a friend or solo with all your gear."
Tributary Tomcat Solo Inflatable Kayak,paddling,kayaks,Aire,649,"The Air Tributary Tomcat solo inflatable kayak features a stable 3-chamber design, self-bailing hull and inflatable thwart seating, making it ideal for paddling both flatwater and whitewater."
Tetra 12 Sit-On-Top Kayak,paddling,kayaks,Ocean Kayak,849.95,"Lightweight with an efficient hull design, the Ocean Kayak Tetra 12 sit-on-top kayak will be your trusty companion on aquatic adventures exploring quiet lagoons, tranquil lakes or even gentle surf."
Malibu II XL Angler Sit-On-Top Kayak,paddling,kayaks,Ocean Kayak,1099.95,The Ocean Kayak Malibu II XL Angler sit-on-top has ample room for you and a fellow angler. A great starter boat for parents wanting to introduce the sport of fishing to their kids.
SlideTrax Transducer Arm,paddling,kayak-accessories,Harmony,20.93,The Harmony SlideTrax Transducer Deployment Arm works in conjunction with the SlideTrax Sideboard and Dashboard (not included) to allow easy deployment of your fish finder transducer.
Scupper Plugs - Pair,paddling,kayak-accessories,Seattle Sports,7.95,The Seattle Sports Scupper Plugs offer a multi-sized design that allows for easy seating in most scuppers.
Kayak Anchor Kit,paddling,kayak-accessories,Seattle Sports,44.95,"Ideal for kayak anglers and small vessels, the Seattle Sports Kayak Anchor Kit can be easily deployed at the bow or stern of the boat for convenient anchoring when fishing, sightseeing or swimming."
Super Pump,paddling,kayak-accessories,NRS,44.95,"The NRS Super Pump, an affordable high-pressure pump that's perfect for today's drop-stitch inflatable stand up paddle and body boards. Inflates to 20 psi with ease."
Split Kayak Flotation Bow Bag - Single,paddling,kayak-accessories,NRS,26.95,This tapered flotation bag fits forward of your foot pegs to give your kayak added buoyancy in the event of a capsize.
HydroSkin Gloves - Women's,paddling,paddling-clothing,NRS,39.95,"When it's too cold to go gloveless, but you don't need winter protection, NRS Women's HydroSkin Gloves will cut the chill without sacrificing your grip or feel."
"Hyperfreak Source 24-7 Board Shorts - Men's 20"" Outseam",paddling,paddling-clothing,O'Neill,43.93,"O'Neill Hyperfreak Source 24-7 board shorts use Hyperfreak stretch to amplify range of motion. Seamless comfort and fit virtually eliminate abrasion and rash, allowing you to stay in the water longer."
R1 Lite Yulex Short John Wetsuit,paddling,paddling-clothing,Patagonia,159,"Offering additional warmth while maintaining your full range of motion in the shoulders and arms, the Patagonia R1 Lite Yulex short john wetsuit is a great choice for any paddle sport."
"Lennox Board Shorts - Men's 21"" Outseam",paddling,paddling-clothing,O'Neill,39.5,"O'Neill Lennox board shorts have a 21 in. outseam and quick-drying ultrasuede material. They'll do right by you in the surf, or just hangin' poolside."
Zen 85 Performance Adjustable Stand Up Paddle,paddling,paddles,Werner,180.83,"With a carbon shaft for minimal weight and overall flex, and a stiff fiberglass blade with HD graphics, the Werner Zen 85 Performance paddle is a work of art that's as efficient as it is elegant."
Trance 95 Performance Adjustable Stand Up Paddle,paddling,paddles,Werner,278.93,"For the paddler looking to go further, faster and stay on the water longer, the lightweight Werner Trance 95 stand up paddle has a buoyant carbon blade for higher cadence strokes with less fatigue."
Flow 95 Adjustable Stand Up Paddle,paddling,paddles,Werner,215.93,"The Werner Flow 95 SUP paddle has a lightweight, buoyant blade that literally pops out of the water at the end of each stroke, giving the paddle a lighter feel for less fatigue at the end of the day."
Ovation Kayak Paddle,paddling,paddles,Werner,495,"For the serious paddler looking for an ultralight performance paddle, the all-carbon Werner Ovation paddle provides low-angle paddlers enhanced control and an exceptionally light and buoyant stroke."
Freedom 85 2-Piece Stand Up Paddle,paddling,paddles,Aqua-Bound,139.95,"The Aqua-Bound Freedom 85 stand up paddle has a smaller, high-cadence blade profile that provides a less fatiguing paddle stroke and lighter overall weight for a more enjoyable paddling experience."
Aura Climbing Harness - Women's,climbing,climbing-harnesses,Black Diamond,49.93,"The premium women-specific sport climbing harness for high-end performance from Rodellar to Yangshuo, Aura offers a lightweight, highly breathable design and is built with Kinetic Core Construction."
Vario Chest Harness,climbing,climbing-harnesses,Black Diamond,44.95,"When upright stability is needed, the lightweight, durable Black Diamond Vario chest harness is a great choice."
Primrose Climbing Harness Package - Women's,climbing,climbing-harnesses,Black Diamond,79.73,"This women's Black Diamond climbing essentials package is designed to get you out the door and up on the rock, with an all-purpose Primrose harness, belay/rappel device, locking 'biner and chalk bag."
Momentum Climbing Harness Package - Men's,climbing,climbing-harnesses,Black Diamond,79.73,"This Black Diamond men's climbing essentials package is designed to get you out the door and up on the rock, with a Momentum all-purpose harness, belay/rappel device, locking carabiner and chalk bag."
Rogue VCS Climbing Shoes,climbing,climbing-shoes,Five Ten,100,"Built on the same last as the popular Anasazi climbing shoes, the men's Five Ten Rogue VCS climbing shoes deliver comfort and performance for long sessions at the climbing gym or the outdoor crag."
Mythos Eco Climbing Shoes - Women's,climbing,climbing-shoes,La Sportiva,155,"Now using recycled materials to minimize environmental impact, La Sportiva Mythos women's climbing shoes still maintain the amazing versatility and performance that the Mythos introduced 25 years ago."
TX2 Approach Shoes - Women's,climbing,climbing-shoes,La Sportiva,74.83,"Lightweight, fast-draining and packable, the La Sportiva TX2 approach shoes offer great support and sticky Vibram&#174; Megagrip outsoles for all-mountain pursuits."
Free Range Climbing Shoes,climbing,climbing-shoes,So iLL,149,"With more rubber coverage and heel tension than any other So iLL shoes, the So iLL Free Range climbing shoes provide stiff, aggressive support to help you hook, pull and edge toward the send."
Raptor Climbing Shoes - Men's,climbing,climbing-shoes,evolv,73.93,"Built on a semi-asymmetric last, evolv Raptor men's climbing shoes provide a comfortable performance fit for all-around climbing."
